"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000000000","1999","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     22.3","","      22.3","E","         0","E","        24","E","         0","E","        51","E","         0","E","   -6.9","E,1220, ","   29.8","E,0730, ","-0.1","E,1121","-3.6","E,1219","-6.9","E,1220","-6.9","E,1220","","","-0.7","E,0419","-2.3","E,0415","","","","","","","    2814.6","6","    2814.6","E","     10.61","E","     14.52","E","      6.70","E"
"UK000000000","2000","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      8.0","","       8.0","E","         0","E","        21","E","         0","E","        40","E","         0","E","   -4.3","E,1231, ","   29.4","E,0617, ","-0.3","E,1217","-4.0","E,1229","","","","","","","-1.3","E,0416","-2.7","E,0220","","","","","","","    2814.0","0","    2814.0","E","     10.30","E","     13.93","E","      6.66","E"
"UK000000000","2001","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     33.3","","      33.3","E","         0","E","        57","E","         0","E","        43","E","         0","E","   -5.0","E,0305, ","   28.8","E,0625, ","-1.7","E,1110","-2.2","E,1215","","","","","","","-0.2","E,0421","-2.3","E,0319","-5.0","E,0305","","","","","    3080.3","3","    3080.3","E","      9.90","E","     13.68","E","      6.12","E"
"UK000000000","2002","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      8.4","","       8.4","E","         0","E","        14","E","         0","E","        39","E","         0","E","   -6.5","E,0101, ","   28.1","E,0728, ","-0.9","E,1019","","","","","","","","","-0.1","E,0416","-3.6","E,0105","-5.1","E,0104","","","","","    2789.8","8","    2789.8","E","     10.61","E","     14.36","E","      6.86","E"
"UK000000000","2003","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     50.0","","      50.0","E","         0","E","        56","E","         0","E","        69","E","         1","E","   -5.3","E,0218, ","   32.8","E,0808, ","-1.7","E,1021","-3.0","E,1208","","","","","","","-0.8","E,0412","-3.4","E,0219","-5.3","E,0218","","","","","    2798.4","4","    2798.4","E","     10.49","E","     14.85","E","      6.13","E"
"UK000000000","2004","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     21.7","","      21.7","E","         0","E","        37","E","         0","E","        47","E","         0","E","   -5.8","E,0302, ","   29.0","E,0807, ","-0.5","E,1114","-3.2","E,1220","","","","","","","-0.3","E,0312","-5.8","E,0302","-5.8","E,0302","","","","","    2854.4","4","    2854.4","E","     10.49","E","     14.21","E","      6.78","E"
"UK000000000","2005","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     29.7","","      29.7","E","         0","E","        43","E","         0","E","        49","E","         0","E","   -4.5","E,1229, ","   29.1","E,0619, ","-0.4","E,1114","-2.5","E,1117","-4.4","E,1218","","","","","-0.6","E,0417","-2.6","E,0228","","","","","","","    2842.0","0","    2842.0","E","     10.44","E","     14.22","E","      6.67","E"
"UK000000000","2006","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     75.9","","      75.9","E","         0","E","        40","E","         1","E","        63","E","         1","E","   -6.1","E,0304, ","   32.9","E,0719, ","-0.8","E,1102","","","","","","","","","-1.7","E,0410","-3.0","E,0405","-6.1","E,0304","","","","","    2978.0","0","    2978.0","E","     10.82","E","     14.53","E","      7.12","E"
"UK000000000","2007","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      2.0","","       2.0","E","         0","E","        31","E","         0","E","        22","E","         0","E","   -6.8","E,0207, ","   26.9","E,0805, ","-1.1","E,1112","-2.3","E,1116","","","","","","","-0.9","E,0322","-2.2","E,0321","-6.8","E,0207","-6.8","E,0207","","","    2520.4","4","    2520.4","E","     10.46","E","     14.21","E","      6.72","E"
"UK000000000","2008","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     11.1","","      11.1","E","         0","E","        44","E","         1","E","        26","E","         0","E","   -5.2","E,0217, ","   26.7","E,0727, ","-0.2","E,1028","-3.0","E,1029","","","","","","","-0.1","E,0416","-3.4","E,0305","-4.8","E,0218","","","","","    2976.2","2","    2976.2","E","      9.96","E","     13.61","E","      6.31","E"
"UK000000000","2009","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     14.8","","      14.8","E","         0","E","        45","E","         0","E","        35","E","         0","E","   -7.3","E,0107, ","   28.3","E,0630, ","-2.2","E,1201","-2.2","E,1201","-6.1","E,1219","","","","","-1.1","E,0329","-3.0","E,0212","-5.0","E,0110","-7.3","E,0107","","","    3107.4","4","    3107.4","E","     10.08","E","     13.77","E","      6.39","E"
"UK000000000","2010","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.1","","       4.1","E","         0","E","        79","E","        13","E","        42","E","         0","E","  -12.4","E,1220, ","   26.0","E,0625, ","-1.0","E,1025","-3.5","E,1126","-7.0","E,1128","-7.0","E,1128","-10.3","E,1219","-0.4","E,0513","-5.3","E,0308","-5.3","E,0308","-7.7","E,0108","","","    3123.1","1","    3123.1","E","      8.78","E","     12.64","E","      4.92","E"
"UK000000000","2011","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     11.7","","      11.7","E","         0","E","        26","E","         0","E","        34","E","         0","E","   -4.3","E,0129, ","   28.0","E,0626, ","-0.6","E,1210","","","","","","","","","-1.7","E,0319","-3.6","E,0308","","","","","","","    3021.1","1","    3021.1","E","     10.69","E","     14.56","E","      6.82","E"
"UK000000000","2012","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     10.7","","      10.7","E","         0","E","        39","E","         1","E","        35","E","         0","E","   -7.2","E,0204, ","   26.3","E,0723, ","-1.0","E,1129","-2.8","E,1201","-4.8","E,1212","","","","","-1.7","E,0416","-5.8","E,0212","-5.8","E,0212","-7.1","E,0211","","","    2902.8","8","    2902.8","E","      9.67","E","     13.42","E","      5.92","E"
"UK000000000","2013","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     29.3","","      29.3","E","         0","E","        56","E","         2","E","        51","E","         0","E","   -5.2","E,0116, ","   29.7","E,0731, ","-1.4","E,1120","","","","","","","","","-3.0","E,0406","-3.0","E,0406","-5.1","E,0117","","","","","    3292.0","0","    3292.0","E","      9.58","E","     13.34","E","      5.82","E"
"UK000000000","2014","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     16.8","","      16.8","E","         0","E","        18","E","         0","E","        49","E","         0","E","   -2.8","E,1229, ","   27.6","E,0725, ","-0.6","E,1106","-2.8","E,1229","","","","","","","-2.4","E,0324","-2.4","E,0324","","","","","","","    2683.5","5","    2683.5","E","     10.90","E","     14.75","E","      7.05","E"
"UK000000000","2015","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     10.1","","      10.1","E","         0","E","        26","E","         0","E","        30","E","         1","E","   -3.9","E,0123, ","   32.7","E,0630, ","-0.9","E,1122","","","","","","","","","-0.1","E,0427","-2.8","E,0203","","","","","","","    2917.9","9","    2917.9","E","     10.27","E","     14.16","E","      6.37","E"
"UK000000000","2016","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     24.8","","      24.8","E","         0","E","        35","E","         0","E","        51","E","         0","E","   -4.5","E,1130, ","   30.9","E,0718, ","-2.3","E,1108","-2.3","E,1108","-4.5","E,1130","","","","","-1.4","E,0428","-2.7","E,0308","","","","","","","    2833.2","2","    2833.2","E","     10.30","E","     14.15","E","      6.45","E"
"UK000000000","2017","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     14.6","","      14.6","E","         0","E","        35","E","         0","E","        36","E","         0","E","   -6.2","E,1212, ","   29.8","E,0620, ","-0.5","E,1106","-6.2","E,1212","-6.2","E,1212","","","","","-0.2","E,0427","-3.2","E,0127","","","","","","","    2723.3","3","    2723.3","E","     10.53","E","     14.29","E","      6.77","E"
"UK000000000","2018","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     44.4","","      44.4","E","         0","E","        31","E","         2","E","        75","E","         0","E","   -6.4","E,0301, ","   30.7","E,0725, ","-1.1","E,1029","","","","","","","","","-1.0","E,0321","-2.8","E,0318","-4.7","E,0302","","","","","    2907.7","7","    2907.7","E","     10.63","E","     14.73","E","      6.54","E"
"UK000000000","2019","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     28.9","","      28.9","E","         0","E","        35","E","         0","E","        50","E","         1","E","   -5.4","E,0131, ","   34.1","E,0724, ","-0.2","E,1028","-2.4","E,1119","","","","","","","-1.7","E,0414","-2.2","E,0204","-5.2","E,0203","","","","","    2741.1","1","    2741.1","E","     10.31","E","     14.32","E","      6.30","E"
"UK000000000","2020","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     43.4","","      43.4","E","         0","E","        21","E","         0","E","        55","E","         1","E","   -4.0","E,1231, ","   33.2","E,0730, ","-0.3","E,1104","-2.2","E,1225","","","","","","","-0.4","E,0514","","","","","","","","","    2798.1","1","    2798.1","E","     10.77","E","     14.76","E","      6.79","E"
"UK000000000","2021","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     24.7","","      24.7","E","         0","E","        45","E","         0","E","        48","E","         0","E","   -4.9","E,0211, ","   29.2","E,0721, ","-0.9","E,1105","-3.8","E,1129","","","","","","","-0.2","E,0422","-3.1","E,0407","-4.9","E,0211","","","","","    2972.8","8","    2972.8","E","     10.30","E","     14.15","E","      6.45","E"
"UK000000000","2022","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     60.8","","      60.8","E","         0","E","        32","E","         1","E","        61","E","         2","E","   -9.3","E,1215, ","   37.3","E,0718, ","-1.9","E,1207","-5.1","E,1208","-5.1","E,1208","-9.3","E,1215","-9.3","E,1215","-1.9","E,0410","-2.4","E,0403","","","","","","","    2628.2","2","    2628.2","E","     11.12","E","     15.29","E","      6.94","E"
"UK000000000","2023","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2660.4","4","    2660.4","E","","","","","",""
